AM Result File
MAPDL 2025 R1          BUILD 25.1        UP20250123    WINDOWS x64 
04/04/2026      11:16:36
Title: --Static Structural
Node Number	X Coordinate	Y Coordinate	Z Coordinate	Recoater-Interference
     392	-0.270000045E-02	 0.179999990E-02	 0.189999996E-02	 0.129092477E-06
     393	-0.240000043E-02	 0.179999990E-02	 0.189999996E-02	 0.739174111E-07
     587	-0.210000040E-02	 0.179999990E-02	 0.189999996E-02	 0.372410625E-07
     796	-0.180000038E-02	 0.179999990E-02	 0.189999996E-02	 0.146096623E-07
    1005	-0.150000036E-02	 0.179999990E-02	 0.189999996E-02	-0.248775155E-08
    1247	-0.120000033E-02	 0.179999990E-02	 0.189999996E-02	-0.156050092E-07
    1489	-0.900000310E-03	 0.179999990E-02	 0.189999996E-02	-0.255179791E-07
    1720	-0.600000286E-03	 0.179999990E-02	 0.189999996E-02	-0.324049841E-07
    1951	-0.300000262E-03	 0.179999990E-02	 0.189999996E-02	-0.364882414E-07
     601	-0.240000043E-02	 0.209999993E-02	 0.189999996E-02	 0.107748151E-06
     602	-0.210000040E-02	 0.209999993E-02	 0.189999996E-02	 0.622332442E-07
     807	-0.180000038E-02	 0.209999993E-02	 0.189999996E-02	 0.372410624E-07
    1016	-0.150000036E-02	 0.209999993E-02	 0.189999996E-02	 0.184623084E-07
    1258	-0.120000033E-02	 0.209999993E-02	 0.189999996E-02	 0.391990623E-08
    1500	-0.900000310E-03	 0.209999993E-02	 0.189999996E-02	-0.665183500E-08
    1731	-0.600000286E-03	 0.209999993E-02	 0.189999996E-02	-0.138888622E-07
    1962	-0.300000262E-03	 0.209999993E-02	 0.189999996E-02	-0.180926842E-07
     623	-0.240000043E-02	 0.239999995E-02	 0.189999996E-02	 0.155954947E-06
     624	-0.210000040E-02	 0.239999995E-02	 0.189999996E-02	 0.107748151E-06
     818	-0.180000038E-02	 0.239999995E-02	 0.189999996E-02	 0.739174109E-07
    1027	-0.150000036E-02	 0.239999995E-02	 0.189999996E-02	 0.461879460E-07
    1269	-0.120000033E-02	 0.239999995E-02	 0.189999996E-02	 0.288155439E-07
    1511	-0.900000310E-03	 0.239999995E-02	 0.189999996E-02	 0.167059770E-07
    1742	-0.600000286E-03	 0.239999995E-02	 0.189999996E-02	 0.865289355E-08
    1041	-0.180000038E-02	 0.269999998E-02	 0.189999996E-02	 0.129092477E-06
    1042	-0.150000036E-02	 0.269999998E-02	 0.189999996E-02	 0.883092895E-07
    1280	-0.120000033E-02	 0.269999998E-02	 0.189999996E-02	 0.629547988E-07
    1522	-0.900000310E-03	 0.269999998E-02	 0.189999996E-02	 0.488694357E-07
    1753	-0.600000286E-03	 0.269999998E-02	 0.189999996E-02	 0.400305793E-07
    1294	-0.150000036E-02	 0.300000000E-02	 0.189999996E-02	 0.150130323E-06
    1295	-0.120000033E-02	 0.300000000E-02	 0.189999996E-02	 0.119003656E-06
    1533	-0.900000310E-03	 0.300000000E-02	 0.189999996E-02	 0.104236037E-06
    1764	-0.600000286E-03	 0.300000000E-02	 0.189999996E-02	 0.943253491E-07
    1973	-0.300000262E-03	 0.239999995E-02	 0.189999996E-02	 0.406076059E-08
    1984	-0.300000262E-03	 0.269999998E-02	 0.189999996E-02	 0.349754263E-07
    1995	-0.300000262E-03	 0.300000000E-02	 0.189999996E-02	 0.889575452E-07
    2149	-0.238418579E-09	 0.899999833E-03	 0.189999996E-02	-0.747913712E-07
    2160	-0.238418579E-09	 0.119999986E-02	 0.189999996E-02	-0.652501209E-07
    2171	-0.238418579E-09	 0.149999988E-02	 0.189999996E-02	-0.529718696E-07
    2182	-0.238418579E-09	 0.179999990E-02	 0.189999996E-02	-0.378298307E-07
    2193	-0.238418579E-09	 0.209999993E-02	 0.189999996E-02	-0.194899297E-07
    2204	-0.238418579E-09	 0.239999995E-02	 0.189999996E-02	 0.260373629E-08
    2215	-0.238418579E-09	 0.269999998E-02	 0.189999996E-02	 0.333822837E-07
    2226	-0.238418579E-09	 0.300000000E-02	 0.189999996E-02	 0.871627632E-07
    2336	 0.299999785E-03	-0.300000262E-03	 0.189999996E-02	-0.843653059E-07
    2347	 0.299999785E-03	-0.238418579E-09	 0.189999996E-02	-0.857372989E-07
    2358	 0.299999785E-03	 0.299999785E-03	 0.189999996E-02	-0.843653058E-07
    2369	 0.299999785E-03	 0.599999809E-03	 0.189999996E-02	-0.802591576E-07
    2380	 0.299999785E-03	 0.899999833E-03	 0.189999996E-02	-0.734309288E-07
    2391	 0.299999785E-03	 0.119999986E-02	 0.189999996E-02	-0.639009443E-07
    2402	 0.299999785E-03	 0.149999988E-02	 0.189999996E-02	-0.516234426E-07
    2413	 0.299999785E-03	 0.179999990E-02	 0.189999996E-02	-0.364882416E-07
    2424	 0.299999785E-03	 0.209999993E-02	 0.189999996E-02	-0.180926844E-07
    2435	 0.299999785E-03	 0.239999995E-02	 0.189999996E-02	 0.406076038E-08
    2446	 0.299999785E-03	 0.269999998E-02	 0.189999996E-02	 0.349754261E-07
    2457	 0.299999785E-03	 0.300000000E-02	 0.189999996E-02	 0.889575449E-07
    2567	 0.599999809E-03	-0.300000262E-03	 0.189999996E-02	-0.802591578E-07
    2578	 0.599999809E-03	-0.238418579E-09	 0.189999996E-02	-0.816251897E-07
    2589	 0.599999809E-03	 0.299999785E-03	 0.189999996E-02	-0.802591577E-07
    2600	 0.599999809E-03	 0.599999809E-03	 0.189999996E-02	-0.761637994E-07
    2611	 0.599999809E-03	 0.899999833E-03	 0.189999996E-02	-0.693560361E-07
    2622	 0.599999809E-03	 0.119999986E-02	 0.189999996E-02	-0.598412038E-07
    2633	 0.599999809E-03	 0.149999988E-02	 0.189999996E-02	-0.475794758E-07
    2644	 0.599999809E-03	 0.179999990E-02	 0.189999996E-02	-0.324049845E-07
    2655	 0.599999809E-03	 0.209999993E-02	 0.189999996E-02	-0.138888627E-07
    2666	 0.599999809E-03	 0.239999995E-02	 0.189999996E-02	 0.865289313E-08
    2677	 0.599999809E-03	 0.269999998E-02	 0.189999996E-02	 0.400305789E-07
    2688	 0.599999809E-03	 0.300000000E-02	 0.189999996E-02	 0.943253487E-07
    2798	 0.899999833E-03	-0.300000262E-03	 0.189999996E-02	-0.734309291E-07
    2809	 0.899999833E-03	-0.238418579E-09	 0.189999996E-02	-0.747913716E-07
    2820	 0.899999833E-03	 0.299999785E-03	 0.189999996E-02	-0.734309290E-07
    2831	 0.899999833E-03	 0.599999809E-03	 0.189999996E-02	-0.693560362E-07
    2842	 0.899999833E-03	 0.899999833E-03	 0.189999996E-02	-0.625688105E-07
    2853	 0.899999833E-03	 0.119999986E-02	 0.189999996E-02	-0.530711051E-07
    2864	 0.899999833E-03	 0.149999988E-02	 0.189999996E-02	-0.407776937E-07
    2875	 0.899999833E-03	 0.179999990E-02	 0.189999996E-02	-0.255179798E-07
    2886	 0.899999833E-03	 0.209999993E-02	 0.189999996E-02	-0.665183562E-08
    2897	 0.899999833E-03	 0.239999995E-02	 0.189999996E-02	 0.167059764E-07
    2908	 0.899999833E-03	 0.269999998E-02	 0.189999996E-02	 0.488694351E-07
    2919	 0.899999833E-03	 0.300000000E-02	 0.189999996E-02	 0.104236037E-06
    3029	 0.119999986E-02	-0.300000262E-03	 0.189999996E-02	-0.639009447E-07
    3040	 0.119999986E-02	-0.238418579E-09	 0.189999996E-02	-0.652501214E-07
    3051	 0.119999986E-02	 0.299999785E-03	 0.189999996E-02	-0.639009447E-07
    3062	 0.119999986E-02	 0.599999809E-03	 0.189999996E-02	-0.598412041E-07
    3073	 0.119999986E-02	 0.899999833E-03	 0.189999996E-02	-0.530711052E-07
    3084	 0.119999986E-02	 0.119999986E-02	 0.189999996E-02	-0.435294064E-07
    3095	 0.119999986E-02	 0.149999988E-02	 0.189999996E-02	-0.311598803E-07
    3106	 0.119999986E-02	 0.179999990E-02	 0.189999996E-02	-0.156050100E-07
    3117	 0.119999986E-02	 0.209999993E-02	 0.189999996E-02	 0.391990539E-08
    3128	 0.119999986E-02	 0.239999995E-02	 0.189999996E-02	 0.288155430E-07
    3139	 0.119999986E-02	 0.269999998E-02	 0.189999996E-02	 0.629547979E-07
    3150	 0.119999986E-02	 0.300000000E-02	 0.189999996E-02	 0.119003655E-06
    3260	 0.149999988E-02	-0.300000262E-03	 0.189999996E-02	-0.516234432E-07
    3271	 0.149999988E-02	-0.238418579E-09	 0.189999996E-02	-0.529718702E-07
    3282	 0.149999988E-02	 0.299999785E-03	 0.189999996E-02	-0.516234431E-07
    3293	 0.149999988E-02	 0.599999809E-03	 0.189999996E-02	-0.475794762E-07
    3304	 0.149999988E-02	 0.899999833E-03	 0.189999996E-02	-0.407776940E-07
    3315	 0.149999988E-02	 0.119999986E-02	 0.189999996E-02	-0.311598805E-07
    3326	 0.149999988E-02	 0.149999988E-02	 0.189999996E-02	-0.184839151E-07
    3337	 0.149999988E-02	 0.179999990E-02	 0.189999996E-02	-0.248775260E-08
    3348	 0.149999988E-02	 0.209999993E-02	 0.189999996E-02	 0.184623074E-07
    3359	 0.149999988E-02	 0.239999995E-02	 0.189999996E-02	 0.461879449E-07
    3370	 0.149999988E-02	 0.269999998E-02	 0.189999996E-02	 0.883092885E-07
    3381	 0.149999988E-02	 0.300000000E-02	 0.189999996E-02	 0.150130322E-06
    3480	 0.179999990E-02	-0.300000262E-03	 0.189999996E-02	-0.364882423E-07
    3491	 0.179999990E-02	-0.238418579E-09	 0.189999996E-02	-0.378298315E-07
    3502	 0.179999990E-02	 0.299999785E-03	 0.189999996E-02	-0.364882422E-07
    3513	 0.179999990E-02	 0.599999809E-03	 0.189999996E-02	-0.324049850E-07
    3524	 0.179999990E-02	 0.899999833E-03	 0.189999996E-02	-0.255179802E-07
    3535	 0.179999990E-02	 0.119999986E-02	 0.189999996E-02	-0.156050103E-07
    3546	 0.179999990E-02	 0.149999988E-02	 0.189999996E-02	-0.248775273E-08
    3557	 0.179999990E-02	 0.179999990E-02	 0.189999996E-02	 0.146096611E-07
    3568	 0.179999990E-02	 0.209999993E-02	 0.189999996E-02	 0.372410612E-07
    3579	 0.179999990E-02	 0.239999995E-02	 0.189999996E-02	 0.739174097E-07
    3590	 0.179999990E-02	 0.269999998E-02	 0.189999996E-02	 0.129092476E-06
    3678	 0.209999993E-02	-0.300000262E-03	 0.189999996E-02	-0.180926853E-07
    3689	 0.209999993E-02	-0.238418579E-09	 0.189999996E-02	-0.194899306E-07
    3700	 0.209999993E-02	 0.299999785E-03	 0.189999996E-02	-0.180926852E-07
    3711	 0.209999993E-02	 0.599999809E-03	 0.189999996E-02	-0.138888633E-07
    3722	 0.209999993E-02	 0.899999833E-03	 0.189999996E-02	-0.665183614E-08
    3733	 0.209999993E-02	 0.119999986E-02	 0.189999996E-02	 0.391990500E-08
    3744	 0.209999993E-02	 0.149999988E-02	 0.189999996E-02	 0.184623071E-07
    3755	 0.209999993E-02	 0.179999990E-02	 0.189999996E-02	 0.372410611E-07
    3766	 0.209999993E-02	 0.209999993E-02	 0.189999996E-02	 0.622332428E-07
    3777	 0.209999993E-02	 0.239999995E-02	 0.189999996E-02	 0.107748150E-06
    3865	 0.239999995E-02	-0.300000262E-03	 0.189999996E-02	 0.406075943E-08
    3876	 0.239999995E-02	-0.238418579E-09	 0.189999996E-02	 0.260373526E-08
    3887	 0.239999995E-02	 0.299999785E-03	 0.189999996E-02	 0.406075948E-08
    3898	 0.239999995E-02	 0.599999809E-03	 0.189999996E-02	 0.865289236E-08
    3909	 0.239999995E-02	 0.899999833E-03	 0.189999996E-02	 0.167059757E-07
    3920	 0.239999995E-02	 0.119999986E-02	 0.189999996E-02	 0.288155425E-07
    3931	 0.239999995E-02	 0.149999988E-02	 0.189999996E-02	 0.461879445E-07
    3942	 0.239999995E-02	 0.179999990E-02	 0.189999996E-02	 0.739174094E-07
    3953	 0.239999995E-02	 0.209999993E-02	 0.189999996E-02	 0.107748150E-06
    3964	 0.239999995E-02	 0.239999995E-02	 0.189999996E-02	 0.155954945E-06
    4030	 0.269999998E-02	-0.300000262E-03	 0.189999996E-02	 0.349754250E-07
    4041	 0.269999998E-02	-0.238418579E-09	 0.189999996E-02	 0.333822826E-07
    4052	 0.269999998E-02	 0.299999785E-03	 0.189999996E-02	 0.349754251E-07
    4063	 0.269999998E-02	 0.599999809E-03	 0.189999996E-02	 0.400305780E-07
    4074	 0.269999998E-02	 0.899999833E-03	 0.189999996E-02	 0.488694343E-07
    4085	 0.269999998E-02	 0.119999986E-02	 0.189999996E-02	 0.629547973E-07
    4096	 0.269999998E-02	 0.149999988E-02	 0.189999996E-02	 0.883092880E-07
    4107	 0.269999998E-02	 0.179999990E-02	 0.189999996E-02	 0.129092475E-06
    4162	 0.300000000E-02	-0.300000262E-03	 0.189999996E-02	 0.889575437E-07
    4173	 0.300000000E-02	-0.238418579E-09	 0.189999996E-02	 0.871627619E-07
    4184	 0.300000000E-02	 0.299999785E-03	 0.189999996E-02	 0.889575438E-07
    4195	 0.300000000E-02	 0.599999809E-03	 0.189999996E-02	 0.943253477E-07
    4206	 0.300000000E-02	 0.899999833E-03	 0.189999996E-02	 0.104236036E-06
    4217	 0.300000000E-02	 0.119999986E-02	 0.189999996E-02	 0.119003654E-06
    4228	 0.300000000E-02	 0.149999988E-02	 0.189999996E-02	 0.150130322E-06
      19	-0.270000045E-02	-0.150000036E-02	 0.219999996E-02	 0.428392051E-07
     255	-0.270000045E-02	-0.180000038E-02	 0.219999996E-02	 0.653889375E-07
     257	-0.240000043E-02	-0.150000036E-02	 0.219999996E-02	 0.210618734E-07
     256	-0.240000043E-02	-0.180000038E-02	 0.219999996E-02	 0.356970203E-07
     425	-0.240000043E-02	-0.210000040E-02	 0.219999996E-02	 0.537710836E-07
     424	-0.240000043E-02	-0.240000043E-02	 0.219999996E-02	 0.801067412E-07
     427	-0.210000040E-02	-0.210000040E-02	 0.219999996E-02	 0.291417023E-07
     426	-0.210000040E-02	-0.240000043E-02	 0.219999996E-02	 0.537710835E-07
     456	-0.210000040E-02	-0.180000038E-02	 0.219999996E-02	 0.164995587E-07
     467	-0.210000040E-02	-0.150000036E-02	 0.219999996E-02	 0.743168188E-08
     648	-0.180000038E-02	-0.210000040E-02	 0.219999996E-02	 0.164995587E-07
     647	-0.180000038E-02	-0.240000043E-02	 0.219999996E-02	 0.356970203E-07
     665	-0.180000038E-02	-0.180000038E-02	 0.219999996E-02	 0.561923551E-08
     676	-0.180000038E-02	-0.150000036E-02	 0.219999996E-02	-0.254242176E-08
     838	-0.180000038E-02	-0.270000045E-02	 0.219999996E-02	 0.653889375E-07
     840	-0.150000036E-02	-0.240000043E-02	 0.219999996E-02	 0.210618734E-07
     839	-0.150000036E-02	-0.270000045E-02	 0.219999996E-02	 0.428392050E-07
     863	-0.150000036E-02	-0.210000040E-02	 0.219999996E-02	 0.743168186E-08
     874	-0.150000036E-02	-0.180000038E-02	 0.219999996E-02	-0.254242177E-08
     885	-0.150000036E-02	-0.150000036E-02	 0.219999996E-02	-0.100755800E-07
    1069	-0.150000036E-02	-0.300000048E-02	 0.219999996E-02	 0.757424517E-07
    1071	-0.120000033E-02	-0.270000045E-02	 0.219999996E-02	 0.293743744E-07
    1070	-0.120000033E-02	-0.300000048E-02	 0.219999996E-02	 0.593099550E-07
    1094	-0.120000033E-02	-0.240000043E-02	 0.219999996E-02	 0.122685541E-07
    1105	-0.120000033E-02	-0.210000040E-02	 0.219999996E-02	 0.504767517E-09
    1116	-0.120000033E-02	-0.180000038E-02	 0.219999996E-02	-0.871447725E-08
    1127	-0.120000033E-02	-0.150000036E-02	 0.219999996E-02	-0.160406094E-07
    1319	-0.900000310E-03	-0.270000045E-02	 0.219999996E-02	 0.226825118E-07
    1318	-0.900000310E-03	-0.300000048E-02	 0.219999996E-02	 0.524637168E-07
    1336	-0.900000310E-03	-0.240000043E-02	 0.219999996E-02	 0.655463170E-08
    1347	-0.900000310E-03	-0.210000040E-02	 0.219999996E-02	-0.452980870E-08
    1358	-0.900000310E-03	-0.180000038E-02	 0.219999996E-02	-0.133940676E-07
    1369	-0.900000310E-03	-0.150000036E-02	 0.219999996E-02	-0.205617063E-07
    1138	-0.120000033E-02	-0.120000033E-02	 0.219999996E-02	-0.218563520E-07
    1380	-0.900000310E-03	-0.120000033E-02	 0.219999996E-02	-0.263355220E-07
    1550	-0.600000286E-03	-0.270000045E-02	 0.219999996E-02	 0.186860068E-07
    1549	-0.600000286E-03	-0.300000048E-02	 0.219999996E-02	 0.481278384E-07
    1567	-0.600000286E-03	-0.240000043E-02	 0.219999996E-02	 0.281827231E-08
    1578	-0.600000286E-03	-0.210000040E-02	 0.219999996E-02	-0.798707818E-08
    1589	-0.600000286E-03	-0.180000038E-02	 0.219999996E-02	-0.166606942E-07
    1600	-0.600000286E-03	-0.150000036E-02	 0.219999996E-02	-0.237655660E-07
    1611	-0.600000286E-03	-0.120000033E-02	 0.219999996E-02	-0.295112323E-07
    1391	-0.900000310E-03	-0.900000310E-03	 0.219999996E-02	-0.307856352E-07
    1622	-0.600000286E-03	-0.900000310E-03	 0.219999996E-02	-0.339610040E-07
    1781	-0.300000262E-03	-0.270000045E-02	 0.219999996E-02	 0.164641563E-07
    1780	-0.300000262E-03	-0.300000048E-02	 0.219999996E-02	 0.458894844E-07
    1798	-0.300000262E-03	-0.240000043E-02	 0.219999996E-02	 0.660041004E-09
    1809	-0.300000262E-03	-0.210000040E-02	 0.219999996E-02	-0.100040444E-07
    1820	-0.300000262E-03	-0.180000038E-02	 0.219999996E-02	-0.186073414E-07
    1831	-0.300000262E-03	-0.150000036E-02	 0.219999996E-02	-0.256724170E-07
    1842	-0.300000262E-03	-0.120000033E-02	 0.219999996E-02	-0.314132480E-07
    1853	-0.300000262E-03	-0.900000310E-03	 0.219999996E-02	-0.358621364E-07
    2012	-0.238418579E-09	-0.270000045E-02	 0.219999996E-02	 0.157258409E-07
    2011	-0.238418579E-09	-0.300000048E-02	 0.219999996E-02	 0.450911760E-07
    2029	-0.238418579E-09	-0.240000043E-02	 0.219999996E-02	-0.333744578E-10
    2040	-0.238418579E-09	-0.210000040E-02	 0.219999996E-02	-0.106782716E-07
    2051	-0.238418579E-09	-0.180000038E-02	 0.219999996E-02	-0.192478212E-07
    2062	-0.238418579E-09	-0.150000036E-02	 0.219999996E-02	-0.263088051E-07
    2073	-0.238418579E-09	-0.120000033E-02	 0.219999996E-02	-0.320454377E-07
    2084	-0.238418579E-09	-0.900000310E-03	 0.219999996E-02	-0.364968844E-07
    1864	-0.300000262E-03	-0.600000286E-03	 0.219999996E-02	-0.390413380E-07
    2095	-0.238418579E-09	-0.600000286E-03	 0.219999996E-02	-0.396764845E-07
    2243	 0.299999785E-03	-0.270000045E-02	 0.219999996E-02	 0.164641564E-07
    2242	 0.299999785E-03	-0.300000048E-02	 0.219999996E-02	 0.458894844E-07
    2260	 0.299999785E-03	-0.240000043E-02	 0.219999996E-02	 0.660041017E-09
    2271	 0.299999785E-03	-0.210000040E-02	 0.219999996E-02	-0.100040444E-07
    2282	 0.299999785E-03	-0.180000038E-02	 0.219999996E-02	-0.186073413E-07
    2293	 0.299999785E-03	-0.150000036E-02	 0.219999996E-02	-0.256724170E-07
    2304	 0.299999785E-03	-0.120000033E-02	 0.219999996E-02	-0.314132480E-07
    2315	 0.299999785E-03	-0.900000310E-03	 0.219999996E-02	-0.358621364E-07
    2326	 0.299999785E-03	-0.600000286E-03	 0.219999996E-02	-0.390413379E-07
    2474	 0.599999809E-03	-0.270000045E-02	 0.219999996E-02	 0.186860068E-07
    2473	 0.599999809E-03	-0.300000048E-02	 0.219999996E-02	 0.481278385E-07
    2491	 0.599999809E-03	-0.240000043E-02	 0.219999996E-02	 0.281827234E-08
    2502	 0.599999809E-03	-0.210000040E-02	 0.219999996E-02	-0.798707815E-08
    2513	 0.599999809E-03	-0.180000038E-02	 0.219999996E-02	-0.166606942E-07
    2524	 0.599999809E-03	-0.150000036E-02	 0.219999996E-02	-0.237655660E-07
    2535	 0.599999809E-03	-0.120000033E-02	 0.219999996E-02	-0.295112323E-07
    2546	 0.599999809E-03	-0.900000310E-03	 0.219999996E-02	-0.339610039E-07
    2557	 0.599999809E-03	-0.600000286E-03	 0.219999996E-02	-0.371350097E-07
    2705	 0.899999833E-03	-0.270000045E-02	 0.219999996E-02	 0.226825119E-07
    2704	 0.899999833E-03	-0.300000048E-02	 0.219999996E-02	 0.524637169E-07
    2722	 0.899999833E-03	-0.240000043E-02	 0.219999996E-02	 0.655463174E-08
    2733	 0.899999833E-03	-0.210000040E-02	 0.219999996E-02	-0.452980866E-08
    2744	 0.899999833E-03	-0.180000038E-02	 0.219999996E-02	-0.133940676E-07
    2755	 0.899999833E-03	-0.150000036E-02	 0.219999996E-02	-0.205617062E-07
    2766	 0.899999833E-03	-0.120000033E-02	 0.219999996E-02	-0.263355219E-07
    2777	 0.899999833E-03	-0.900000310E-03	 0.219999996E-02	-0.307856352E-07
    2788	 0.899999833E-03	-0.600000286E-03	 0.219999996E-02	-0.339610039E-07
    2936	 0.119999986E-02	-0.270000045E-02	 0.219999996E-02	 0.293743745E-07
    2935	 0.119999986E-02	-0.300000048E-02	 0.219999996E-02	 0.593099551E-07
    2953	 0.119999986E-02	-0.240000043E-02	 0.219999996E-02	 0.122685541E-07
    2964	 0.119999986E-02	-0.210000040E-02	 0.219999996E-02	 0.504767565E-09
    2975	 0.119999986E-02	-0.180000038E-02	 0.219999996E-02	-0.871447720E-08
    2986	 0.119999986E-02	-0.150000036E-02	 0.219999996E-02	-0.160406094E-07
    2997	 0.119999986E-02	-0.120000033E-02	 0.219999996E-02	-0.218563519E-07
    3008	 0.119999986E-02	-0.900000310E-03	 0.219999996E-02	-0.263355219E-07
    3019	 0.119999986E-02	-0.600000286E-03	 0.219999996E-02	-0.295112322E-07
    3167	 0.149999988E-02	-0.270000045E-02	 0.219999996E-02	 0.428392051E-07
    3166	 0.149999988E-02	-0.300000048E-02	 0.219999996E-02	 0.757424517E-07
    3184	 0.149999988E-02	-0.240000043E-02	 0.219999996E-02	 0.210618735E-07
    3195	 0.149999988E-02	-0.210000040E-02	 0.219999996E-02	 0.743168192E-08
    3206	 0.149999988E-02	-0.180000038E-02	 0.219999996E-02	-0.254242171E-08
    3217	 0.149999988E-02	-0.150000036E-02	 0.219999996E-02	-0.100755800E-07
    3228	 0.149999988E-02	-0.120000033E-02	 0.219999996E-02	-0.160406094E-07
    3239	 0.149999988E-02	-0.900000310E-03	 0.219999996E-02	-0.205617062E-07
    3250	 0.149999988E-02	-0.600000286E-03	 0.219999996E-02	-0.237655659E-07
    3398	 0.179999990E-02	-0.240000043E-02	 0.219999996E-02	 0.356970204E-07
    3397	 0.179999990E-02	-0.270000045E-02	 0.219999996E-02	 0.653889376E-07
    3415	 0.179999990E-02	-0.210000040E-02	 0.219999996E-02	 0.164995588E-07
    3426	 0.179999990E-02	-0.180000038E-02	 0.219999996E-02	 0.561923562E-08
    3437	 0.179999990E-02	-0.150000036E-02	 0.219999996E-02	-0.254242166E-08
    3448	 0.179999990E-02	-0.120000033E-02	 0.219999996E-02	-0.871447713E-08
    3459	 0.179999990E-02	-0.900000310E-03	 0.219999996E-02	-0.133940675E-07
    3470	 0.179999990E-02	-0.600000286E-03	 0.219999996E-02	-0.166606941E-07
    3607	 0.209999993E-02	-0.210000040E-02	 0.219999996E-02	 0.291417024E-07
    3606	 0.209999993E-02	-0.240000043E-02	 0.219999996E-02	 0.537710836E-07
    3624	 0.209999993E-02	-0.180000038E-02	 0.219999996E-02	 0.164995588E-07
    3635	 0.209999993E-02	-0.150000036E-02	 0.219999996E-02	 0.743168196E-08
    3646	 0.209999993E-02	-0.120000033E-02	 0.219999996E-02	 0.504767628E-09
    3657	 0.209999993E-02	-0.900000310E-03	 0.219999996E-02	-0.452980858E-08
    3668	 0.209999993E-02	-0.600000286E-03	 0.219999996E-02	-0.798707805E-08
    3794	 0.239999995E-02	-0.210000040E-02	 0.219999996E-02	 0.537710837E-07
    3793	 0.239999995E-02	-0.240000043E-02	 0.219999996E-02	 0.801067413E-07
    3811	 0.239999995E-02	-0.180000038E-02	 0.219999996E-02	 0.356970204E-07
    3822	 0.239999995E-02	-0.150000036E-02	 0.219999996E-02	 0.210618735E-07
    3833	 0.239999995E-02	-0.120000033E-02	 0.219999996E-02	 0.122685542E-07
    3844	 0.239999995E-02	-0.900000310E-03	 0.219999996E-02	 0.655463184E-08
    3855	 0.239999995E-02	-0.600000286E-03	 0.219999996E-02	 0.281827246E-08
    3981	 0.269999998E-02	-0.150000036E-02	 0.219999996E-02	 0.428392052E-07
    3980	 0.269999998E-02	-0.180000038E-02	 0.219999996E-02	 0.653889376E-07
    3998	 0.269999998E-02	-0.120000033E-02	 0.219999996E-02	 0.293743746E-07
    4009	 0.269999998E-02	-0.900000310E-03	 0.219999996E-02	 0.226825120E-07
    4020	 0.269999998E-02	-0.600000286E-03	 0.219999996E-02	 0.186860070E-07
    4124	 0.300000000E-02	-0.120000033E-02	 0.219999996E-02	 0.593099552E-07
    4123	 0.300000000E-02	-0.150000036E-02	 0.219999996E-02	 0.757424518E-07
    4141	 0.300000000E-02	-0.900000310E-03	 0.219999996E-02	 0.524637170E-07
    4152	 0.300000000E-02	-0.600000286E-03	 0.219999996E-02	 0.481278386E-07
      18	-0.300000048E-02	-0.120000033E-02	 0.219999996E-02	 0.593099551E-07
      17	-0.300000048E-02	-0.150000036E-02	 0.219999996E-02	 0.757424517E-07
      20	-0.270000045E-02	-0.120000033E-02	 0.219999996E-02	 0.293743744E-07
     280	-0.240000043E-02	-0.120000033E-02	 0.219999996E-02	 0.122685541E-07
     478	-0.210000040E-02	-0.120000033E-02	 0.219999996E-02	 0.504767541E-09
     687	-0.180000038E-02	-0.120000033E-02	 0.219999996E-02	-0.871447723E-08
     896	-0.150000036E-02	-0.120000033E-02	 0.219999996E-02	-0.160406094E-07
      53	-0.300000048E-02	-0.900000310E-03	 0.219999996E-02	 0.524637169E-07
      54	-0.270000045E-02	-0.900000310E-03	 0.219999996E-02	 0.226825119E-07
     291	-0.240000043E-02	-0.900000310E-03	 0.219999996E-02	 0.655463174E-08
     489	-0.210000040E-02	-0.900000310E-03	 0.219999996E-02	-0.452980867E-08
     698	-0.180000038E-02	-0.900000310E-03	 0.219999996E-02	-0.133940676E-07
     907	-0.150000036E-02	-0.900000310E-03	 0.219999996E-02	-0.205617063E-07
    1149	-0.120000033E-02	-0.900000310E-03	 0.219999996E-02	-0.263355220E-07
      75	-0.300000048E-02	-0.600000286E-03	 0.219999996E-02	 0.481278385E-07
      76	-0.270000045E-02	-0.600000286E-03	 0.219999996E-02	 0.186860069E-07
     302	-0.240000043E-02	-0.600000286E-03	 0.219999996E-02	 0.281827236E-08
     500	-0.210000040E-02	-0.600000286E-03	 0.219999996E-02	-0.798707814E-08
     709	-0.180000038E-02	-0.600000286E-03	 0.219999996E-02	-0.166606942E-07
     918	-0.150000036E-02	-0.600000286E-03	 0.219999996E-02	-0.237655660E-07
    1160	-0.120000033E-02	-0.600000286E-03	 0.219999996E-02	-0.295112323E-07
    1402	-0.900000310E-03	-0.600000286E-03	 0.219999996E-02	-0.339610040E-07
    1633	-0.600000286E-03	-0.600000286E-03	 0.219999996E-02	-0.371350097E-07
      97	-0.300000048E-02	-0.300000262E-03	 0.219999996E-02	 0.458894845E-07
      98	-0.270000045E-02	-0.300000262E-03	 0.219999996E-02	 0.164641564E-07
     313	-0.240000043E-02	-0.300000262E-03	 0.219999996E-02	 0.660041061E-09
     511	-0.210000040E-02	-0.300000262E-03	 0.219999996E-02	-0.100040444E-07
     720	-0.180000038E-02	-0.300000262E-03	 0.219999996E-02	-0.186073413E-07
     929	-0.150000036E-02	-0.300000262E-03	 0.219999996E-02	-0.256724170E-07
